-0.12,-0.72,0.93
-0.35,-0.45,1.19
-0.49,-0.30,1.48
-0.58,-0.30,1.79
-0.76,-0.13,1.92
-0.94,0.47,1.99
-0.93,1.32,1.94
-0.92,1.22,1.96
-0.91,0.87,1.91
-0.86,0.84,1.09
-0.70,1.13,0.52
-0.56,1.07,0.35
-0.36,0.48,0.13
-0.26,0.73,-0.14
-0.13,0.61,-0.42
0.03,0.17,-0.43
0.10,-0.17,-0.35
0.06,-0.12,-0.30
0.06,-0.34,-0.50
0.01,-0.51,-0.58
-0.16,-0.55,-0.50
-0.33,-0.65,-0.44
-0.56,-0.97,-0.13
-0.82,-1.13,0.44
-1.36,-1.76,1.50
-1.45,-1.59,2.17
-1.51,-1.29,1.78
-1.56,-1.17,1.72
-1.67,-1.06,2.26
-1.77,-0.96,2.55
-1.81,0.16,2.83
-1.65,0.14,2.61
-1.60,-0.01,2.00
-1.53,0.17,1.84
-1.50,0.10,2.00
-1.53,0.68,1.55
-1.38,0.76,1.13
-1.17,0.82,0.79
-0.61,0.53,0.01
-0.33,0.33,-0.08
-0.07,-0.08,-0.24
0.16,-0.23,-0.62
0.29,-0.57,-0.56
0.30,-0.82,0.18
-,-,-
0.12,-0.07,1.04
0.13,-0.13,0.95
0.13,-0.09,0.93
0.13,-0.10,0.95
0.13,-0.11,1.00
0.14,-0.07,1.00
0.15,-0.08,0.93
0.16,-0.11,0.91
0.16,-0.14,0.94
0.13,-0.05,0.98
0.14,-0.08,1.03
0.14,-0.08,1.01
0.14,-0.07,0.95
0.13,-0.09,0.95
0.13,-0.10,0.99
0.12,-0.07,1.01
0.13,-0.10,0.98
0.13,-0.08,0.95
0.13,-0.08,0.93
0.13,-0.06,0.97
0.12,-0.06,0.99
0.12,-0.05,0.99
0.12,-0.07,0.97
0.12,-0.06,0.89
0.14,-0.17,0.75
0.17,-0.31,0.56
0.15,-0.27,0.58
0.11,-0.26,0.58
0.06,-0.27,0.42
-0.03,-0.44,0.02
-0.45,-1.10,1.22
-0.69,-0.62,1.86
-0.90,0.11,1.65
-0.88,0.12,1.26
-0.91,-0.36,1.27
-1.07,-0.41,1.83
-1.37,0.16,2.17
-1.43,0.71,2.09
-1.31,1.03,1.65
-1.16,0.93,1.76
-1.10,0.57,1.80
-1.11,0.33,1.65
-1.15,1.22,0.50
-0.76,0.65,-0.17
-0.45,0.23,0.34
-0.33,-0.10,0.54
-0.23,0.25,-0.10
-0.03,0.44,-0.66
0.19,-0.08,-0.33
0.22,-0.11,-0.41
0.29,-0.39,-0.20
0.27,-0.47,-0.14
0.28,-0.53,-0.11
0.22,-0.52,-0.30
0.14,-0.85,-0.28
-0.19,-0.83,0.37
-0.34,-1.07,0.09
-0.68,-1.40,0.11
-1.22,-1.44,0.84
-1.47,-1.43,2.35
-1.39,-1.32,2.91
-1.29,-0.78,1.91
-1.31,-0.87,1.89
-1.48,-1.03,1.99
-1.80,-0.48,2.19
-1.90,0.40,2.54
-1.72,1.44,2.75
-1.45,1.30,2.37
-1.18,0.40,1.17
-0.97,0.37,0.90
-0.76,0.35,0.66
-0.61,0.57,0.35
-0.49,0.74,-0.02
-0.17,0.04,-0.22
0.07,-0.12,-0.08
0.37,-0.67,-0.20
0.33,-0.62,0.28
0.33,-0.69,0.57
0.29,-0.67,0.82
0.22,-0.45,0.89
0.23,-0.52,0.88
0.25,-0.43,0.93
0.22,-0.19,1.02
0.24,-0.29,1.09
0.18,-0.16,1.03
0.18,-0.11,1.00
0.20,-0.30,1.05
0.19,-0.25,1.03
0.16,-0.15,0.97
-,-,-
0.14,-0.14,1.02
0.14,-0.15,1.04
0.14,-0.10,1.01
0.15,-0.12,0.96
0.14,-0.10,0.97
0.15,-0.13,0.99
0.15,-0.12,0.99
0.14,-0.11,0.98
0.14,-0.12,0.96
0.14,-0.09,0.94
0.14,-0.12,0.95
0.14,-0.11,1.00
0.14,-0.13,0.98
0.14,-0.12,0.95
0.14,-0.10,0.96
0.15,-0.13,0.98
0.14,-0.12,0.97
0.13,-0.11,0.99
0.14,-0.10,0.95
0.14,-0.13,0.97
0.15,-0.16,0.98
0.15,-0.15,0.96
0.15,-0.11,0.96
0.14,-0.08,0.98
0.13,-0.07,1.02
0.12,-0.09,1.04
0.11,-0.07,0.98
0.11,-0.08,0.99
0.12,-0.08,0.98
0.13,-0.05,0.99
0.14,-0.07,0.99
0.13,-0.10,1.01
0.12,-0.05,1.01
0.12,-0.05,1.00
0.13,-0.09,0.99
0.12,-0.07,0.95
0.13,-0.03,0.96
0.13,-0.06,0.98
0.13,-0.08,0.99
0.10,-0.02,0.94
0.11,-0.04,0.91
0.09,-0.01,0.95
0.08,0.09,0.97
0.11,0.06,0.93
0.09,0.13,0.85
0.13,0.05,0.67
0.11,0.02,0.44
0.04,-0.05,0.32
-0.02,-0.26,0.22
-0.15,-0.36,0.17
-0.33,-0.75,0.32
-0.54,-1.05,0.93
-1.01,-0.73,1.81
-1.12,-0.84,1.82
-1.37,-0.49,1.76
-1.44,0.41,2.15
-1.44,0.27,3.00
-1.65,0.07,3.04
-1.90,0.54,2.17
-1.77,1.25,1.14
-1.31,0.75,0.89
-1.02,0.34,0.85
-0.93,0.79,0.69
-0.88,1.11,0.30
-0.63,0.78,-0.23
-0.34,0.55,-0.17
0.06,0.33,-0.45
0.17,0.27,-0.51
0.23,0.20,-0.31
0.21,0.15,-0.32
0.22,-0.04,-0.33
-0.02,-0.14,-0.28
-0.10,-0.38,-0.15
-0.26,-0.63,-0.20
-0.54,-1.09,-0.35
-0.90,-1.80,0.14
-1.20,-2.15,1.21
-1.55,-2.07,2.55
-1.63,-1.62,2.90
-1.59,-1.13,2.82
-1.54,-0.42,2.46
-1.31,1.28,2.65
-1.15,1.15,2.40
-1.10,0.86,1.75
-0.96,0.74,1.10
-0.71,0.82,0.62
-0.50,0.85,0.38
-0.05,-0.22,-0.10
0.10,-0.48,-0.26
0.10,-0.43,0.12
0.05,-0.35,0.50
0.03,-0.23,0.78
0.06,-0.21,0.89
0.09,-0.15,0.88
0.12,-0.11,0.80
0.11,-0.01,0.98
-,-,-
-0.01,-0.13,1.00
-0.01,-0.13,1.01
-0.01,-0.09,1.01
-0.01,-0.11,1.00
-0.01,-0.13,0.98
-0.00,-0.13,0.97
-0.00,-0.11,1.00
-0.01,-0.08,1.00
-0.01,-0.12,1.00
-0.01,-0.12,1.00
-0.01,-0.12,1.00
-0.01,-0.12,0.98
-0.01,-0.14,0.99
-0.01,-0.11,1.01
-0.01,-0.13,1.00
-0.01,-0.13,0.98
-0.01,-0.12,0.96
-0.01,-0.13,0.96
-0.00,-0.16,0.98
-0.01,-0.13,1.00
-0.00,-0.11,0.96
0.00,-0.12,0.95
-0.02,-0.03,0.94
-0.04,0.02,0.94
-0.03,-0.09,1.02
-0.01,-0.13,1.05
-0.02,-0.13,1.06
-0.03,-0.03,1.02
-0.02,-0.04,0.98
-0.04,-0.04,1.02
-0.06,-0.00,1.04
-0.09,0.06,1.01
-0.10,0.10,1.07
-0.06,0.03,1.08
-0.04,0.18,0.92
-0.01,0.23,0.82
0.03,0.16,0.79
0.06,0.08,0.65
0.08,0.07,0.42
0.03,-0.31,0.15
-0.08,-0.53,0.23
-0.25,-0.52,0.47
-0.45,-0.31,0.50
-0.64,-0.82,0.87
-0.88,-1.45,1.35
-1.45,-1.28,1.78
-1.86,0.14,1.98
-1.84,-0.22,2.28
-1.92,0.84,2.00
-1.74,1.49,1.71
-1.47,0.80,1.98
-1.40,0.77,1.68
-1.23,0.31,1.26
-1.04,0.32,1.43
-1.03,0.67,1.01
-0.92,0.66,0.85
-0.79,0.36,0.76
-0.66,-0.01,0.71
-0.56,0.09,0.36
-0.39,0.17,-0.19
-0.01,0.02,0.06
0.07,0.05,-0.08
0.21,-0.01,-0.29
0.32,-0.13,-0.29
0.36,-0.03,-0.25
0.43,-0.20,-0.45
0.40,-0.24,-0.25
0.20,-0.17,-0.49
-0.05,-0.17,-0.37
-0.26,-0.64,0.49
-0.39,-0.82,0.41
-0.71,-0.79,0.48
-0.99,-1.21,0.87
-1.17,-1.04,2.36
-1.18,-0.91,2.46
-1.13,-0.96,2.16
-1.16,-1.02,2.07
-1.24,-1.05,1.74
-1.56,-0.43,2.07
-1.63,0.54,1.89
-1.50,1.08,1.91
-1.12,1.15,1.76
-0.98,0.78,1.36
-0.80,0.46,0.90
-0.59,0.19,0.73
-,-,-
0.03,-0.16,0.99
0.03,-0.14,0.97
0.04,-0.17,0.98
0.04,-0.16,0.98
0.04,-0.15,0.98
0.03,-0.14,1.00
0.03,-0.14,1.00
0.03,-0.14,0.99
0.04,-0.16,1.00
0.03,-0.15,0.95
0.04,-0.16,0.97
0.03,-0.14,1.00
0.02,-0.11,1.02
0.02,-0.13,1.02
0.02,-0.16,0.99
0.03,-0.17,0.99
0.02,-0.14,0.99
0.02,-0.13,1.01
0.02,-0.13,1.01
0.03,-0.16,0.96
0.03,-0.17,0.95
0.02,-0.14,0.99
0.01,-0.12,1.01
0.01,-0.16,1.00
0.01,-0.17,1.03
-0.01,-0.07,0.99
-0.01,0.01,1.03
0.01,0.04,1.05
0.02,0.00,0.97
0.04,0.03,0.89
0.04,-0.02,0.84
0.02,0.02,0.86
0.02,0.03,0.90
0.01,0.00,0.75
0.05,-0.12,0.56
0.01,-0.12,0.50
-0.03,-0.13,0.41
-0.05,-0.26,0.52
-0.12,-0.33,0.56
-0.31,-0.55,0.42
-0.46,-0.86,0.61
-0.64,-1.35,1.21
-0.99,-1.68,1.20
-1.56,-1.07,1.12
-2.76,-0.83,1.35
-3.04,1.24,2.90
-2.48,1.47,3.60
-2.18,2.14,2.34
-1.81,0.97,1.50
-1.46,-0.36,1.71
-1.43,-0.81,1.78
-1.55,0.42,0.82
-1.21,0.69,0.21
-0.97,0.41,0.82
-0.90,-0.26,1.29
-0.87,-0.30,0.70
-0.68,-0.13,0.03
-0.17,0.11,-0.21
-0.02,-0.08,-0.15
0.08,0.02,-0.52
0.27,-0.21,-0.66
0.38,-0.30,-0.84
0.37,-0.27,-0.74
0.16,-0.52,-0.02
0.03,-0.48,0.20
-0.02,-0.65,0.23
-0.25,-0.64,-0.01
-0.60,-0.71,0.25
-0.90,-1.00,0.84
-1.11,-1.12,2.48
-1.06,-1.10,2.55
-,-,-
-0.06,-0.23,0.94
-0.07,-0.22,1.00
-0.07,-0.21,1.02
-0.07,-0.17,0.98
-0.06,-0.21,0.98
-0.06,-0.23,0.97
-0.06,-0.22,0.96
-0.05,-0.22,0.95
-0.05,-0.23,0.96
-0.05,-0.27,0.93
-0.05,-0.24,0.94
-0.05,-0.23,0.94
-0.06,-0.23,1.01
-0.06,-0.21,0.99
-0.06,-0.20,0.94
-0.06,-0.22,0.93
-0.06,-0.23,0.94
-0.08,-0.20,0.96
-0.08,-0.22,1.01
-0.08,-0.22,1.00
-0.08,-0.22,0.95
-0.07,-0.22,0.94
-0.08,-0.21,0.95
-0.07,-0.20,0.92
-0.11,-0.13,0.89
-0.12,-0.06,0.88
-0.15,0.04,0.95
-0.13,-0.13,1.06
-0.11,-0.33,1.18
-0.13,-0.25,1.10
-0.16,0.07,0.85
-0.11,-0.12,0.78
-0.10,-0.19,0.71
-0.12,0.01,0.67
-0.14,0.00,0.57
-0.13,-0.08,0.49
-0.13,-0.22,0.48
-0.18,-0.39,0.56
-0.37,-0.42,0.72
-0.47,-0.58,0.65
-0.69,-0.63,0.74
-0.99,-0.20,0.86
-1.22,0.26,1.02
-1.31,0.52,1.46
-1.30,0.38,2.05
-1.40,0.62,1.79
-1.39,0.64,1.64
-1.27,0.39,1.76
-1.22,0.18,1.98
-1.22,0.13,1.72
-1.23,0.40,1.42
-1.01,0.47,1.27
-0.95,0.48,1.15
-0.84,0.53,0.73
-0.66,0.65,0.36
-0.55,0.80,0.47
-0.43,0.58,0.40
-0.33,0.39,0.19
-0.12,0.45,-0.39
0.01,0.05,-0.46
0.12,-0.18,-0.49
0.13,-0.27,-0.62
0.01,-0.27,-0.55
-0.09,-0.47,-0.39
-0.19,-0.67,-0.11
-0.38,-1.08,-0.30
-0.66,-1.31,0.13
-0.91,-1.51,1.09
-1.13,-1.21,1.66
-1.21,-0.73,1.80
-1.19,-1.32,1.77
-1.31,-1.33,1.75
-1.53,-0.92,1.60
-1.66,-0.44,1.58
-1.66,-0.31,1.71
-1.61,-0.35,2.25
-1.65,-0.12,2.39
-1.55,0.29,1.80
-1.40,0.41,1.77
-1.26,0.21,1.70
-1.21,0.16,1.60
-1.15,0.18,1.19
-1.00,0.14,0.78
-0.80,0.31,0.44
-0.43,0.16,0.50
-0.31,0.09,0.59
-0.23,0.04,0.35
-0.09,0.07,-0.05
0.12,-0.29,-0.32
0.33,-0.88,-0.32
0.32,-0.89,0.42
0.29,-0.78,0.71
0.28,-0.81,0.79
0.26,-0.64,0.76
0.27,-0.55,0.69
0.23,-0.33,0.74
0.23,-0.31,0.79
0.27,-0.40,1.13
0.25,-0.27,1.08
0.21,-0.17,1.06
0.19,-0.08,1.05
-,-,-
0.10,-0.19,1.01
0.10,-0.20,1.02
0.10,-0.22,0.98
0.11,-0.21,0.93
0.11,-0.19,0.95
0.11,-0.21,0.97
0.11,-0.23,0.97
0.10,-0.19,0.92
0.11,-0.20,0.93
0.10,-0.17,0.99
0.11,-0.20,0.97
0.12,-0.19,0.95
0.12,-0.19,0.94
0.11,-0.16,0.96
0.10,-0.17,1.01
0.10,-0.21,1.03
0.10,-0.22,1.02
0.09,-0.21,0.93
0.10,-0.23,0.94
0.10,-0.20,0.99
0.10,-0.19,0.96
0.10,-0.20,0.96
0.10,-0.22,0.96
0.10,-0.21,0.93
0.09,-0.21,0.95
0.09,-0.24,0.99
0.06,-0.18,1.03
0.09,-0.17,0.97
0.09,-0.17,0.92
0.11,-0.20,0.95
0.09,-0.18,1.00
0.07,-0.18,1.03
0.07,-0.17,1.01
0.07,-0.19,0.97
0.08,-0.20,0.96
0.08,-0.16,0.98
0.09,-0.17,0.99
0.09,-0.14,0.98
0.08,-0.15,0.97
0.09,-0.17,0.96
0.09,-0.15,0.94
0.09,-0.12,0.96
0.09,-0.11,0.96
0.09,-0.09,0.99
0.09,-0.11,0.99
0.08,-0.02,0.94
0.10,-0.07,0.89
0.12,-0.09,0.92
0.10,-0.04,0.96
0.10,0.02,0.93
0.13,-0.04,0.79
0.10,-0.07,0.69
0.07,-0.01,0.62
0.02,0.01,0.37
-0.02,-0.05,0.36
-0.03,-0.20,0.19
-0.23,-0.38,0.13
-0.39,-0.26,0.17
-0.62,-0.25,0.54
-0.75,-0.54,1.27
-0.84,-0.78,1.41
-1.09,-0.34,0.96
-1.33,-0.48,1.11
-1.80,-0.45,2.63
-2.02,0.25,2.88
-1.95,0.76,2.55
-1.82,0.50,2.34
-1.72,-0.02,2.43
-1.85,0.04,2.41
-1.78,0.91,0.80
-1.44,0.95,0.53
-1.15,0.56,0.62
-1.07,0.69,0.57
-1.01,1.03,0.04
-0.67,0.63,-0.45
-0.34,0.43,-0.58
-0.03,0.15,-1.04
0.04,-0.26,-0.84
-0.07,-0.28,-0.88
-0.24,-0.57,-0.89
-0.55,-0.78,-0.38
-0.68,-1.25,0.28
-0.72,-1.67,1.12
-0.76,-1.59,1.11
-1.09,-1.23,0.97
-1.15,-1.97,1.58
-1.40,-1.73,2.01
-1.65,-0.98,2.06
-1.68,-0.13,1.78
-1.53,-0.20,1.79
-1.40,0.06,2.67
-1.40,0.28,2.15
-1.38,0.44,1.93
-1.36,1.06,1.67
-1.16,0.68,1.30
-0.91,0.28,1.02
-0.73,0.06,0.83
-0.60,0.18,0.65
-0.20,-0.06,-0.05
0.09,-0.53,-0.17
0.27,-0.78,-0.18
0.28,-0.60,0.07
0.23,-0.40,0.43
0.21,-0.45,0.67
0.24,-0.43,0.73
-,-,-
0.11,-0.20,1.00
0.13,-0.21,0.98
0.13,-0.19,0.98
0.13,-0.17,0.97
0.13,-0.20,0.96
0.13,-0.18,0.96
0.13,-0.18,0.93
0.13,-0.17,0.97
0.12,-0.18,0.99
0.13,-0.19,0.97
0.13,-0.18,0.95
0.13,-0.21,0.97
0.13,-0.19,0.98
0.13,-0.18,0.97
0.13,-0.19,0.98
0.13,-0.19,0.96
0.13,-0.18,0.95
0.13,-0.17,0.97
0.12,-0.18,0.98
0.12,-0.18,0.98
0.12,-0.17,0.97
0.11,-0.16,0.98
0.11,-0.15,0.98
0.12,-0.16,0.97
0.12,-0.13,0.95
0.11,-0.16,1.00
0.11,-0.13,0.99
0.11,-0.12,1.00
0.11,-0.13,1.05
0.11,-0.13,1.04
0.11,-0.12,1.03
0.11,-0.15,1.01
0.11,-0.13,1.07
0.10,-0.05,0.99
0.13,-0.10,0.93
0.15,-0.05,0.87
0.18,0.04,0.79
0.20,-0.03,0.78
0.20,-0.04,0.64
0.17,0.08,0.52
0.15,-0.04,0.54
0.12,-0.04,0.59
0.02,-0.09,0.53
-0.06,-0.10,0.36
-0.10,-0.33,0.33
-0.14,-0.41,0.46
-0.37,-0.52,0.13
-0.61,-0.65,0.51
-0.83,-0.65,0.77
-1.05,-0.64,0.95
-1.25,-0.55,1.22
-1.49,-0.54,1.57
-1.71,-0.64,1.99
-2.13,0.64,3.08
-1.95,0.88,2.85
-1.81,0.52,2.57
-1.71,0.14,2.03
-1.61,-0.01,1.81
-1.60,0.30,1.52
-1.49,0.80,1.12
-1.16,0.60,0.87
-1.08,0.73,0.77
-0.98,0.68,0.42
-0.86,0.50,0.10
-0.60,0.12,-0.18
-0.39,0.06,-0.57
-0.20,-0.03,-0.93
-0.02,-0.22,-1.03
-0.14,-0.48,-1.14
-0.32,-0.72,-1.08
-0.63,-1.09,-0.67
-0.83,-1.65,0.01
-1.02,-1.97,0.43
-1.34,-2.00,0.75
-1.65,-1.47,1.55
-1.58,-1.52,2.13
-1.61,-1.21,1.63
-1.77,-1.00,1.41
-1.87,-0.42,1.74
-1.85,0.20,2.63
-1.62,1.01,2.35
-1.49,0.65,1.64
-1.33,0.39,1.45
-1.15,0.19,1.33
-1.00,0.39,1.01
-0.88,0.46,0.80
-0.77,0.41,0.24
-0.38,0.08,0.05
-0.17,-0.19,0.09
-0.02,-0.50,0.01
0.13,-0.73,0.05
0.15,-0.60,0.36
0.16,-0.53,0.48
0.15,-0.57,0.61
0.15,-0.44,0.60
0.13,-0.34,0.73
0.13,-0.28,0.84
-,-,-
0.08,-0.23,0.94
0.07,-0.20,1.02
0.07,-0.23,0.97
0.06,-0.17,0.96
0.07,-0.20,0.94
0.07,-0.21,0.97
0.07,-0.21,0.98
0.07,-0.20,0.97
0.06,-0.18,0.96
0.06,-0.20,1.00
0.05,-0.17,1.01
0.05,-0.16,1.00
0.05,-0.16,1.01
0.06,-0.21,0.95
0.07,-0.25,0.96
0.07,-0.25,0.99
0.06,-0.18,0.96
0.06,-0.21,0.94
0.05,-0.22,0.98
0.06,-0.24,0.98
0.05,-0.20,0.98
0.04,-0.16,0.99
0.05,-0.17,0.98
0.06,-0.20,0.97
0.06,-0.19,0.99
0.05,-0.15,0.99
0.06,-0.14,0.96
0.06,-0.17,1.00
0.05,-0.18,1.00
0.04,-0.17,1.01
0.04,-0.22,1.04
0.04,-0.25,1.05
0.03,-0.15,1.02
0.03,-0.10,1.00
0.02,-0.05,1.02
0.04,-0.05,0.98
0.06,-0.02,0.92
0.10,0.10,0.84
0.10,0.07,0.76
0.10,0.09,0.63
0.11,0.08,0.50
0.07,0.08,0.41
0.04,-0.00,0.17
-0.13,-0.13,0.19
-0.24,-0.13,0.35
-0.30,-0.32,0.54
-0.45,-0.27,0.75
-0.54,-0.31,0.70
-0.68,-0.33,0.67
-0.92,-1.07,1.17
-1.16,-1.05,1.36
-1.41,-0.97,1.33
-1.80,-0.48,1.93
-1.86,-0.53,2.31
-2.07,-0.07,2.54
-2.16,0.18,2.74
-2.11,1.02,2.87
-1.99,0.53,1.75
-1.78,0.20,1.26
-1.45,0.04,0.63
-1.18,0.53,0.52
-1.04,1.00,0.49
-0.88,0.75,0.34
-0.67,0.38,0.30
-0.42,0.59,-0.28
-0.38,0.57,-0.38
-0.30,0.25,-0.53
-0.13,-0.16,-0.91
-0.10,-0.31,-1.20
-0.28,-0.41,-1.10
-0.60,-1.32,-0.44
-0.78,-1.67,-0.00
-0.96,-1.77,0.25
-1.25,-1.72,0.55
-1.55,-1.78,1.10
-1.73,-1.92,2.23
-2.06,-1.19,2.63
-1.91,-0.57,2.21
-2.02,0.08,2.28
-1.90,0.95,2.51
-1.74,0.98,2.43
-1.59,0.66,2.08
-1.54,0.73,1.50
-1.27,0.70,0.44
-0.83,0.35,-0.03
-0.47,0.07,0.02
-0.11,-0.28,0.13
-0.00,-0.22,0.05
0.08,-0.29,0.16
0.13,-0.33,0.38
-,-,-
0.19,-0.28,0.93
0.18,-0.24,0.93
0.17,-0.19,0.96
0.17,-0.19,0.96
0.18,-0.22,0.94
0.16,-0.15,0.94
0.17,-0.17,0.98
0.17,-0.21,0.96
0.16,-0.19,0.99
0.15,-0.18,0.94
0.15,-0.20,0.97
0.15,-0.19,0.94
0.15,-0.19,0.95
0.16,-0.22,0.93
0.15,-0.16,0.95
0.15,-0.17,0.97
0.15,-0.18,0.98
0.15,-0.19,1.00
0.14,-0.17,0.99
0.14,-0.17,1.00
0.14,-0.20,1.01
0.14,-0.19,0.99
0.15,-0.19,0.97
0.14,-0.17,0.99
0.14,-0.19,0.97
0.14,-0.19,0.98
0.14,-0.13,0.95
0.15,-0.18,0.97
0.16,-0.25,0.98
0.13,-0.22,0.99
0.13,-0.17,0.92
0.14,-0.25,0.94
0.14,-0.23,1.02
0.13,-0.17,0.98
0.12,-0.09,0.95
0.12,-0.04,0.95
0.17,-0.28,0.82
0.14,-0.13,0.71
0.14,-0.11,0.51
0.14,-0.17,0.38
0.13,-0.46,0.46
0.01,-0.80,1.17
-0.13,-0.83,2.04
-0.35,-0.43,2.92
-0.56,0.39,2.75
-0.55,0.58,2.02
-0.49,0.47,1.92
-0.45,0.55,1.09
-0.42,0.78,0.61
-0.32,0.78,0.37
-0.23,0.76,0.35
-0.09,0.60,-0.11
0.04,0.34,-0.45
0.13,0.11,-0.69
0.14,-0.00,-0.88
0.06,-0.25,-0.99
-0.05,-0.61,-0.78
-0.42,-0.89,-0.34
-0.72,-1.12,-0.32
-1.13,-1.31,-0.15
-1.59,-1.42,0.63
-1.93,-1.49,1.89
-1.87,-1.91,2.72
-1.80,-1.33,2.28
-1.72,-0.81,1.50
-1.73,-0.79,1.57
-1.87,-0.72,1.89
-1.99,-0.30,2.19
-1.77,0.97,2.38
-1.58,0.69,1.83
-1.40,0.14,1.62
-1.30,-0.00,1.42
-1.23,0.04,1.24
-1.02,0.62,0.47
-0.80,0.45,0.23
-0.58,0.26,0.25
-0.46,0.18,0.28
-0.34,0.14,0.04
-0.17,0.08,-0.23
0.07,-0.16,-0.41
0.09,-0.37,-0.59
